(56, 76)
(32, 173)
(30, 43)
(20, 61)
(37, 31)
(19, 31)
(17, 55)
(23, 32)
(56, 76)
(17, 28)
(20, 107)
(99, 75)
(22, 78)
(41, 18)
(56, 76)
(105, 80)
(58, 109)
(33, 31)
(26, 36)
(46, 19)
(18, 26)
(33, 35)
(52, 71)
(56, 76)
(82, 67)
(41, 43)
(112, 42)
(96, 65)
(56, 76)
(103, 77)
(45, 181)
(44, 48)
(56, 76)
(56, 76)
(17, 55)
(23, 34)
(22, 29)
(24, 56)
(29, 48)
(56, 76)
(44, 62)
(56, 76)
(18, 36)
(36, 45)
(56, 76)
(65, 20)
(56, 76)
(31, 23)
(88, 73)
(69, 61)
(83, 64)
(56, 76)
(17, 49)
(69, 62)
(33, 48)
(56, 76)
(67, 60)
(56, 76)
(26, 27)
(56, 76)
(72, 65)
(47, 19)
(72, 66)
(17, 48)
(26, 59)
(69, 53)
(20, 49)
(28, 50)
(43, 18)
(22, 32)
(17, 37)
(28, 27)
(32, 71)
(69, 62)
(21, 75)
(73, 66)
(50, 38)
(24, 133)
(47, 19)
(38, 39)
(56, 76)
(34, 61)
(67, 60)
(69, 62)
(56, 76)
(30, 39)
(56, 76)
(92, 64)
(56, 76)
(88, 66)
(20, 62)
(56, 76)
(88, 73)
(31, 58)
(51, 71)
(46, 43)
(56, 76)
(69, 62)
(47, 48)
(56, 76)
(56, 76)
(102, 60)
(25, 106)
(56, 76)
(56, 76)
(42, 147)
(56, 76)
(42, 116)
(25, 21)
(32, 107)
(17, 126)
(56, 76)
(82, 65)
(56, 76)
(31, 129)
(56, 76)
(56, 76)
(52, 30)
(69, 61)
(41, 56)
(18, 33)
(65, 59)
(56, 76)
(116, 52)
(56, 76)
(86, 72)
(68, 60)
(56, 76)
(56, 68)
(28, 50)
(73, 58)
(62, 63)
(56, 76)
(63, 58)
(96, 68)
(85, 137)
(60, 68)
(37, 33)
(28, 53)
(56, 76)
(56, 76)
(22, 166)
(64, 21)
(18, 84)
(80, 69)
(91, 73)
(44, 55)
(36, 104)
(59, 17)
(56, 76)
(49, 20)
(33, 170)
(22, 29)
(73, 66)
(56, 76)
(46, 19)
(101, 56)
(119, 178)
(21, 55)
(55, 23)
(18, 75)
(21, 58)
