(34, 56)
(70, 62)
(56, 76)
(82, 66)
(19, 35)
(65, 60)
(57, 30)
(31, 167)
(71, 63)
(22, 134)
(70, 176)
(43, 46)
(56, 76)
(25, 53)
(56, 76)
(47, 27)
(65, 56)
(90, 73)
(30, 35)
(33, 28)
(45, 55)
(56, 76)
(41, 51)
(39, 46)
(37, 104)
(17, 23)
(25, 109)
(92, 64)
(17, 78)
(56, 76)
(20, 73)
(22, 45)
(124, 38)
(56, 76)
(66, 59)
(56, 76)
(57, 25)
(30, 24)
(52, 65)
(33, 55)
(66, 19)
(43, 150)
(51, 57)
(90, 65)
(103, 71)
(72, 65)
(45, 182)
(28, 48)
(17, 48)
(17, 136)
(56, 76)
(56, 76)
(66, 60)
(18, 60)
(27, 73)
(56, 17)
(56, 76)
(20, 71)
(28, 50)
(26, 81)
(63, 58)
(29, 22)
(95, 66)
(23, 72)
(56, 76)
(64, 62)
(56, 76)
(20, 71)
(56, 76)
(56, 76)
(64, 23)
(17, 34)
(70, 63)
(27, 19)
(70, 62)
(56, 76)
(21, 25)
(56, 76)
(31, 87)
(56, 76)
(27, 51)
(95, 75)
(35, 107)
(56, 22)
(56, 76)
(22, 76)
(56, 76)
(72, 66)
(17, 38)
(37, 28)
(17, 173)
(56, 76)
(37, 27)
(17, 67)
(68, 61)
(109, 170)
(102, 132)
(52, 32)
(56, 76)
(32, 22)
(56, 76)
(69, 55)
(59, 19)
(90, 66)
(122, 54)
(30, 48)
(102, 76)
(35, 48)
(41, 40)
(36, 43)
(56, 17)
(86, 71)
(52, 57)
(71, 123)
(58, 20)
(50, 156)
(60, 69)
(71, 63)
(37, 29)
(56, 76)
(56, 76)
(21, 121)
(23, 19)
(32, 19)
(56, 76)
(59, 21)
(68, 61)
(26, 31)
(56, 76)
(56, 76)
(102, 71)
(43, 62)
(72, 66)
(61, 60)
(154, 44)
(72, 65)
(56, 76)
(56, 76)
(30, 67)
(76, 178)
(67, 60)
(96, 165)
(56, 76)
(53, 144)
(56, 76)
(56, 76)
(21, 32)
(56, 76)
(56, 76)
(55, 19)
(88, 65)
(26, 139)
(21, 77)
(56, 76)
(134, 33)
(23, 75)
(72, 65)
(56, 76)
(17, 120)
(30, 64)
(38, 22)
(60, 20)
(49, 53)
(56, 76)
(30, 24)
(17, 60)
(24, 55)
(39, 56)
(73, 66)
(51, 59)
(52, 21)
(56, 76)
(56, 76)
(23, 29)
(56, 76)
(56, 76)
(63, 58)
(56, 76)
(100, 78)
(56, 76)
(103, 67)
(56, 76)
(51, 58)
(40, 53)
(64, 58)
(56, 76)
(29, 17)
(28, 25)
(56, 19)
(35, 107)
(59, 24)
(53, 175)
(17, 114)
(56, 76)
(26, 19)
(56, 177)
(56, 76)
(23, 59)
(50, 27)
(24, 28)
(55, 66)
(40, 25)
(19, 38)
(62, 108)
(44, 18)
(54, 117)
(59, 25)
(51, 21)
(66, 59)
(56, 76)
(56, 76)
(50, 56)
(70, 61)
(41, 60)
(64, 18)
(50, 63)
(56, 76)
(56, 76)
(56, 76)
(47, 19)
(56, 76)
(28, 73)
(44, 27)
(178, 159)
(56, 76)
(56, 76)
(53, 27)
(19, 54)
(58, 24)
(35, 59)
(19, 53)
(73, 66)
(56, 76)
(18, 59)
(91, 62)
(25, 27)
(25, 35)
(56, 76)
(41, 26)
(63, 58)
(19, 53)
(47, 19)
(23, 66)
(98, 124)
