(32, 174)
(102, 52)
(56, 76)
(142, 52)
(56, 76)
(55, 32)
(22, 56)
(23, 17)
(47, 69)
(92, 70)
(82, 64)
(31, 79)
(68, 61)
(19, 76)
(50, 41)
(56, 76)
(47, 42)
(56, 76)
(20, 18)
(56, 76)
(34, 21)
(66, 17)
(70, 179)
(70, 57)
(87, 66)
(26, 52)
(56, 76)
(56, 76)
(22, 29)
(56, 76)
(71, 64)
(24, 54)
(17, 91)
(56, 76)
(56, 76)
(21, 44)
(56, 76)
(17, 59)
(48, 60)
(21, 30)
(56, 76)
(17, 82)
(18, 37)
(29, 67)
(56, 76)
(31, 29)
(17, 58)
(26, 43)
(60, 67)
(56, 76)
(56, 76)
(69, 62)
(22, 93)
(26, 51)
(19, 119)
(17, 38)
(56, 76)
(57, 28)
(17, 33)
(49, 65)
(49, 62)
(56, 76)
(41, 37)
(24, 35)
(19, 38)
(24, 31)
(56, 76)
(56, 76)
(41, 63)
(89, 66)
(126, 139)
(56, 76)
(45, 49)
(26, 90)
(96, 72)
(90, 70)
(37, 49)
(24, 76)
(28, 50)
(130, 40)
(175, 172)
(56, 76)
(27, 85)
(88, 65)
(56, 76)
(102, 73)
(53, 40)
(56, 76)
(47, 59)
(56, 76)
(54, 71)
(61, 25)
(42, 39)
(73, 66)
(67, 60)
(56, 76)
(56, 76)
(37, 17)
(28, 24)
(49, 62)
(34, 22)
(56, 76)
(101, 67)
(56, 76)
(56, 31)
(17, 46)
(49, 59)
(128, 27)
(53, 63)
(21, 169)
(56, 76)
(80, 67)
(25, 120)
(39, 45)
(53, 57)
(19, 36)
(32, 57)
(50, 45)
(101, 73)
(18, 52)
(29, 95)
(133, 24)
(129, 37)
(33, 62)
(32, 26)
(28, 25)
(53, 63)
(45, 61)
(52, 61)
(63, 17)
(29, 92)
(56, 76)
(64, 59)
(41, 19)
(24, 56)
(73, 65)
(56, 76)
(163, 22)
(84, 71)
(24, 27)
(17, 115)
(44, 27)
(31, 38)
(56, 76)
(38, 22)
(49, 114)
(25, 69)
(69, 61)
(91, 62)
(56, 76)
(87, 72)
(48, 36)
(56, 76)
(17, 165)
(63, 24)
(100, 76)
(67, 63)
(17, 25)
(54, 67)
(56, 76)
(56, 76)
(29, 87)
(56, 76)
(19, 161)
(23, 71)
(73, 66)
(56, 76)
(56, 76)
(17, 43)
(28, 66)
(21, 76)
(45, 19)
(18, 30)
(95, 73)
(35, 21)
(51, 55)
(35, 46)
(65, 59)
(26, 27)
(19, 78)
(56, 76)
(73, 66)
(56, 76)
(65, 59)
(17, 44)
(56, 76)
(56, 76)
(63, 17)
(59, 23)
(56, 76)
(63, 65)
(21, 75)
(56, 76)
(28, 148)
(56, 76)
(56, 76)
(56, 76)
(56, 76)
(55, 19)
(46, 68)
(72, 65)
(56, 76)
(72, 65)
(70, 62)
(21, 24)
(85, 70)
(41, 41)
(93, 70)
(47, 25)
(63, 58)
(56, 76)
(56, 76)
(56, 76)
(56, 76)
(56, 21)
(32, 75)
(73, 66)
(35, 179)
(36, 17)
(29, 76)
(131, 29)
(91, 70)
(53, 66)
(56, 76)
(42, 26)
(36, 21)
(56, 176)
(24, 68)
(56, 76)
(32, 25)
(165, 17)
(45, 68)
(56, 76)
(49, 19)
(56, 76)
(72, 66)
(56, 76)
(19, 35)
(91, 63)
(56, 76)
(46, 37)
(36, 17)
(42, 111)
(63, 58)
(19, 174)
(98, 55)
(32, 63)
(56, 76)
(90, 67)
(42, 19)
(26, 74)
(24, 21)
(28, 25)
(72, 65)
(56, 76)
(44, 53)
(56, 76)
(35, 22)
(98, 72)
(36, 55)
(99, 72)
(68, 59)
(56, 76)
(24, 28)
(65, 59)
(65, 58)
(95, 62)
(64, 58)
(62, 18)
(56, 76)
(71, 64)
(64, 58)
(31, 67)
(50, 19)
(101, 69)
(27, 47)
(19, 42)
(56, 76)
(40, 38)
(19, 58)
(20, 82)
(29, 52)
(56, 76)
(100, 69)
(90, 71)
(19, 53)
(104, 79)
(56, 76)
(56, 76)
(79, 118)
(84, 69)
(78, 68)
(32, 54)
(23, 47)
(56, 76)
(56, 76)
(31, 49)
(56, 76)
(89, 65)
(48, 28)
(70, 63)
(56, 76)
(56, 76)
(56, 76)
(89, 70)
(67, 60)
(19, 56)
(19, 75)
(35, 25)
(104, 77)
(31, 31)
(20, 78)
(100, 63)
(121, 32)
(70, 62)
(20, 26)
(30, 25)
(17, 87)
(51, 17)
(56, 76)
(73, 62)
(71, 64)
(38, 21)
(18, 18)
(92, 68)
(56, 76)
(25, 64)
(70, 63)
(17, 117)
(55, 145)
(81, 69)
(56, 76)
(56, 76)
(74, 167)
(30, 49)
(72, 65)
(56, 76)
(56, 76)
(51, 19)
(56, 76)
(17, 39)
(56, 76)
(21, 33)
(19, 23)
(24, 37)
(56, 76)
(19, 88)
(56, 76)
(56, 76)
(22, 40)
